,Layer Names,Layer Types,Ni,Lr,Lc,Input Mem,Input Move?,Input Upsampling Ratio,No,Mr,Mc,Output Mem,Output Move?,Output Downsampling Ratio,Fr,Fc,Sr,Sc,Filter Upsampling Ratio,Filter Grouping,Filter Mem,Filter Move?,Bandwidth,Input Move,Output Move,Filter Move,Total Move Time,M,N,K,MACS,Serial Time,Parallel Time,Matrix Compute,Vector Compute,Total Compute
0,input_14,InputLayer,3,224,224,150528,0,1,3,224,224,150528,0,1,1,1,1,1,1,3,0,1,0,0.0,0.0,0.0,0.0,3,50176,3,451584,4.704e-06,4.704e-06,0.0,4.704e-06,4.704e-06
1,conv1_pad,ZeroPadding2D,3,224,224,150528,0,1,3,230,230,158700,0,1,1,1,1,1,1,3,0,1,0,0.0,0.0,0.0,0.0,3,50176,3,451584,4.959375e-06,4.959375e-06,0.0,4.959375e-06,4.959375e-06
2,conv1,Conv2D,3,230,230,158700,0,1,64,112,112,802816,0,2,7,7,2,2,1,3,9472,1,9472,0.0,0.0,9.472e-07,9.472e-07,64,52900,147,497683200,0.00048696595,0.00048601875,0.00048601875,0.0,0.00048601875
3,bn_conv1,BatchNormalization,64,112,112,802816,0,1,64,112,112,802816,0,1,1,1,1,1,1,64,256,1,256,0.0,0.0,2.56e-08,2.56e-08,64,12544,64,51380224,2.51136e-05,2.5088e-05,0.0,2.5088e-05,2.5088e-05
4,activation_430,Activation,64,112,112,802816,0,1,64,112,112,802816,0,1,1,1,1,1,1,64,0,1,0,0.0,0.0,0.0,0.0,64,12544,64,51380224,2.5088e-05,2.5088e-05,0.0,2.5088e-05,2.5088e-05
5,pool1_pad,ZeroPadding2D,64,112,112,802816,0,1,64,114,114,831744,0,1,1,1,1,1,1,64,0,1,0,0.0,0.0,0.0,0.0,64,12544,64,51380224,2.5992e-05,2.5992e-05,0.0,2.5992e-05,2.5992e-05
6,max_pooling2d_16,MaxPooling2D,64,114,114,831744,0,1,64,56,56,200704,0,1,1,1,1,1,1,64,0,1,0,0.0,0.0,0.0,0.0,64,12996,64,53231616,2.5992e-05,2.5992e-05,0.0,2.5992e-05,2.5992e-05
7,res2a_branch2a,Conv2D,64,56,56,200704,0,1,64,56,56,200704,0,1,1,1,1,1,1,64,4160,1,4160,0.0,0.0,4.16e-07,4.16e-07,64,3136,64,12845056,1.2960000000000001e-05,1.2544e-05,1.2544e-05,0.0,1.2544e-05
8,bn2a_branch2a,BatchNormalization,64,56,56,200704,0,1,64,56,56,200704,0,1,1,1,1,1,1,64,256,1,256,0.0,0.0,2.56e-08,2.56e-08,64,3136,64,12845056,6.2976000000000005e-06,6.272e-06,0.0,6.272e-06,6.272e-06
9,activation_431,Activation,64,56,56,200704,0,1,64,56,56,200704,0,1,1,1,1,1,1,64,0,1,0,0.0,0.0,0.0,0.0,64,3136,64,12845056,6.272e-06,6.272e-06,0.0,6.272e-06,6.272e-06
10,res2a_branch2b,Conv2D,64,56,56,200704,0,1,64,56,56,200704,0,1,3,3,1,1,1,64,36928,1,36928,0.0,0.0,3.6928e-06,3.6928e-06,64,3136,576,115605504,0.0001165888,0.000112896,0.000112896,0.0,0.000112896
11,bn2a_branch2b,BatchNormalization,64,56,56,200704,0,1,64,56,56,200704,0,1,1,1,1,1,1,64,256,1,256,0.0,0.0,2.56e-08,2.56e-08,64,3136,64,12845056,6.2976000000000005e-06,6.272e-06,0.0,6.272e-06,6.272e-06
12,activation_432,Activation,64,56,56,200704,0,1,64,56,56,200704,0,1,1,1,1,1,1,64,0,1,0,0.0,0.0,0.0,0.0,64,3136,64,12845056,6.272e-06,6.272e-06,0.0,6.272e-06,6.272e-06
13,res2a_branch2c,Conv2D,64,56,56,200704,0,1,256,56,56,802816,0,1,1,1,1,1,1,64,16640,1,16640,0.0,0.0,1.664e-06,1.664e-06,256,3136,64,51380224,5.1840000000000005e-05,5.0176e-05,5.0176e-05,0.0,5.0176e-05
14,res2a_branch1,Conv2D,64,56,56,200704,0,1,256,56,56,802816,0,1,1,1,1,1,1,64,16640,1,16640,0.0,0.0,1.664e-06,1.664e-06,256,3136,64,51380224,5.1840000000000005e-05,5.0176e-05,5.0176e-05,0.0,5.0176e-05
15,bn2a_branch2c,BatchNormalization,256,56,56,802816,0,1,256,56,56,802816,0,1,1,1,1,1,1,256,1024,1,1024,0.0,0.0,1.024e-07,1.024e-07,256,3136,256,205520896,2.5190400000000002e-05,2.5088e-05,0.0,2.5088e-05,2.5088e-05
16,bn2a_branch1,BatchNormalization,256,56,56,802816,0,1,256,56,56,802816,0,1,1,1,1,1,1,256,1024,1,1024,0.0,0.0,1.024e-07,1.024e-07,256,3136,256,205520896,2.5190400000000002e-05,2.5088e-05,0.0,2.5088e-05,2.5088e-05
17,add_49,Add,256,56,56,802816,0,1,256,56,56,802816,0,1,1,1,1,1,1,256,0,1,0,0.0,0.0,0.0,0.0,256,3136,256,205520896,0.0,0.0,0.0,0.0,0.0
18,activation_433,Activation,256,56,56,802816,0,1,256,56,56,802816,0,1,1,1,1,1,1,256,0,1,0,0.0,0.0,0.0,0.0,256,3136,256,205520896,2.5088e-05,2.5088e-05,0.0,2.5088e-05,2.5088e-05
19,res2b_branch2a,Conv2D,256,56,56,802816,0,1,64,56,56,200704,0,1,1,1,1,1,1,256,16448,1,16448,0.0,0.0,1.6448e-06,1.6448e-06,64,3136,256,51380224,5.1820800000000004e-05,5.0176e-05,5.0176e-05,0.0,5.0176e-05
20,bn2b_branch2a,BatchNormalization,64,56,56,200704,0,1,64,56,56,200704,0,1,1,1,1,1,1,64,256,1,256,0.0,0.0,2.56e-08,2.56e-08,64,3136,64,12845056,6.2976000000000005e-06,6.272e-06,0.0,6.272e-06,6.272e-06
21,activation_434,Activation,64,56,56,200704,0,1,64,56,56,200704,0,1,1,1,1,1,1,64,0,1,0,0.0,0.0,0.0,0.0,64,3136,64,12845056,6.272e-06,6.272e-06,0.0,6.272e-06,6.272e-06
22,res2b_branch2b,Conv2D,64,56,56,200704,0,1,64,56,56,200704,0,1,3,3,1,1,1,64,36928,1,36928,0.0,0.0,3.6928e-06,3.6928e-06,64,3136,576,115605504,0.0001165888,0.000112896,0.000112896,0.0,0.000112896
23,bn2b_branch2b,BatchNormalization,64,56,56,200704,0,1,64,56,56,200704,0,1,1,1,1,1,1,64,256,1,256,0.0,0.0,2.56e-08,2.56e-08,64,3136,64,12845056,6.2976000000000005e-06,6.272e-06,0.0,6.272e-06,6.272e-06
24,activation_435,Activation,64,56,56,200704,0,1,64,56,56,200704,0,1,1,1,1,1,1,64,0,1,0,0.0,0.0,0.0,0.0,64,3136,64,12845056,6.272e-06,6.272e-06,0.0,6.272e-06,6.272e-06
25,res2b_branch2c,Conv2D,64,56,56,200704,0,1,256,56,56,802816,0,1,1,1,1,1,1,64,16640,1,16640,0.0,0.0,1.664e-06,1.664e-06,256,3136,64,51380224,5.1840000000000005e-05,5.0176e-05,5.0176e-05,0.0,5.0176e-05
26,bn2b_branch2c,BatchNormalization,256,56,56,802816,0,1,256,56,56,802816,0,1,1,1,1,1,1,256,1024,1,1024,0.0,0.0,1.024e-07,1.024e-07,256,3136,256,205520896,2.5190400000000002e-05,2.5088e-05,0.0,2.5088e-05,2.5088e-05
27,add_50,Add,256,56,56,802816,0,1,256,56,56,802816,0,1,1,1,1,1,1,256,0,1,0,0.0,0.0,0.0,0.0,256,3136,256,205520896,0.0,0.0,0.0,0.0,0.0
28,activation_436,Activation,256,56,56,802816,0,1,256,56,56,802816,0,1,1,1,1,1,1,256,0,1,0,0.0,0.0,0.0,0.0,256,3136,256,205520896,2.5088e-05,2.5088e-05,0.0,2.5088e-05,2.5088e-05
29,res2c_branch2a,Conv2D,256,56,56,802816,0,1,64,56,56,200704,0,1,1,1,1,1,1,256,16448,1,16448,0.0,0.0,1.6448e-06,1.6448e-06,64,3136,256,51380224,5.1820800000000004e-05,5.0176e-05,5.0176e-05,0.0,5.0176e-05
30,bn2c_branch2a,BatchNormalization,64,56,56,200704,0,1,64,56,56,200704,0,1,1,1,1,1,1,64,256,1,256,0.0,0.0,2.56e-08,2.56e-08,64,3136,64,12845056,6.2976000000000005e-06,6.272e-06,0.0,6.272e-06,6.272e-06
31,activation_437,Activation,64,56,56,200704,0,1,64,56,56,200704,0,1,1,1,1,1,1,64,0,1,0,0.0,0.0,0.0,0.0,64,3136,64,12845056,6.272e-06,6.272e-06,0.0,6.272e-06,6.272e-06
32,res2c_branch2b,Conv2D,64,56,56,200704,0,1,64,56,56,200704,0,1,3,3,1,1,1,64,36928,1,36928,0.0,0.0,3.6928e-06,3.6928e-06,64,3136,576,115605504,0.0001165888,0.000112896,0.000112896,0.0,0.000112896
33,bn2c_branch2b,BatchNormalization,64,56,56,200704,0,1,64,56,56,200704,0,1,1,1,1,1,1,64,256,1,256,0.0,0.0,2.56e-08,2.56e-08,64,3136,64,12845056,6.2976000000000005e-06,6.272e-06,0.0,6.272e-06,6.272e-06
34,activation_438,Activation,64,56,56,200704,0,1,64,56,56,200704,0,1,1,1,1,1,1,64,0,1,0,0.0,0.0,0.0,0.0,64,3136,64,12845056,6.272e-06,6.272e-06,0.0,6.272e-06,6.272e-06
35,res2c_branch2c,Conv2D,64,56,56,200704,0,1,256,56,56,802816,0,1,1,1,1,1,1,64,16640,1,16640,0.0,0.0,1.664e-06,1.664e-06,256,3136,64,51380224,5.1840000000000005e-05,5.0176e-05,5.0176e-05,0.0,5.0176e-05
36,bn2c_branch2c,BatchNormalization,256,56,56,802816,0,1,256,56,56,802816,0,1,1,1,1,1,1,256,1024,1,1024,0.0,0.0,1.024e-07,1.024e-07,256,3136,256,205520896,2.5190400000000002e-05,2.5088e-05,0.0,2.5088e-05,2.5088e-05
37,add_51,Add,256,56,56,802816,0,1,256,56,56,802816,0,1,1,1,1,1,1,256,0,1,0,0.0,0.0,0.0,0.0,256,3136,256,205520896,0.0,0.0,0.0,0.0,0.0
38,activation_439,Activation,256,56,56,802816,0,1,256,56,56,802816,0,1,1,1,1,1,1,256,0,1,0,0.0,0.0,0.0,0.0,256,3136,256,205520896,2.5088e-05,2.5088e-05,0.0,2.5088e-05,2.5088e-05
39,res3a_branch2a,Conv2D,256,56,56,802816,0,1,128,28,28,100352,0,2,1,1,2,2,1,256,32896,1,32896,0.0,0.0,3.2896e-06,3.2896e-06,128,3136,256,102760448,0.00010364160000000001,0.000100352,0.000100352,0.0,0.000100352
40,bn3a_branch2a,BatchNormalization,128,28,28,100352,0,1,128,28,28,100352,0,1,1,1,1,1,1,128,512,1,512,0.0,0.0,5.12e-08,5.12e-08,128,784,128,12845056,3.1872e-06,3.136e-06,0.0,3.136e-06,3.136e-06
41,activation_440,Activation,128,28,28,100352,0,1,128,28,28,100352,0,1,1,1,1,1,1,128,0,1,0,0.0,0.0,0.0,0.0,128,784,128,12845056,3.136e-06,3.136e-06,0.0,3.136e-06,3.136e-06
42,res3a_branch2b,Conv2D,128,28,28,100352,0,1,128,28,28,100352,0,1,3,3,1,1,1,128,147584,1,147584,0.0,0.0,1.47584e-05,1.47584e-05,128,784,1152,115605504,0.0001276544,0.000112896,0.000112896,0.0,0.000112896
43,bn3a_branch2b,BatchNormalization,128,28,28,100352,0,1,128,28,28,100352,0,1,1,1,1,1,1,128,512,1,512,0.0,0.0,5.12e-08,5.12e-08,128,784,128,12845056,3.1872e-06,3.136e-06,0.0,3.136e-06,3.136e-06
44,activation_441,Activation,128,28,28,100352,0,1,128,28,28,100352,0,1,1,1,1,1,1,128,0,1,0,0.0,0.0,0.0,0.0,128,784,128,12845056,3.136e-06,3.136e-06,0.0,3.136e-06,3.136e-06
45,res3a_branch2c,Conv2D,128,28,28,100352,0,1,512,28,28,401408,0,1,1,1,1,1,1,128,66048,1,66048,0.0,0.0,6.6048e-06,6.6048e-06,512,784,128,51380224,5.6780800000000004e-05,5.0176e-05,5.0176e-05,0.0,5.0176e-05
46,res3a_branch1,Conv2D,256,56,56,802816,0,1,512,28,28,401408,0,2,1,1,2,2,1,256,131584,1,131584,0.0,0.0,1.31584e-05,1.31584e-05,512,3136,256,411041792,0.00041456640000000003,0.000401408,0.000401408,0.0,0.000401408
47,bn3a_branch2c,BatchNormalization,512,28,28,401408,0,1,512,28,28,401408,0,1,1,1,1,1,1,512,2048,1,2048,0.0,0.0,2.048e-07,2.048e-07,512,784,512,205520896,1.27488e-05,1.2544e-05,0.0,1.2544e-05,1.2544e-05
48,bn3a_branch1,BatchNormalization,512,28,28,401408,0,1,512,28,28,401408,0,1,1,1,1,1,1,512,2048,1,2048,0.0,0.0,2.048e-07,2.048e-07,512,784,512,205520896,1.27488e-05,1.2544e-05,0.0,1.2544e-05,1.2544e-05
49,add_52,Add,512,28,28,401408,0,1,512,28,28,401408,0,1,1,1,1,1,1,512,0,1,0,0.0,0.0,0.0,0.0,512,784,512,205520896,0.0,0.0,0.0,0.0,0.0
50,activation_442,Activation,512,28,28,401408,0,1,512,28,28,401408,0,1,1,1,1,1,1,512,0,1,0,0.0,0.0,0.0,0.0,512,784,512,205520896,1.2544e-05,1.2544e-05,0.0,1.2544e-05,1.2544e-05
51,res3b_branch2a,Conv2D,512,28,28,401408,0,1,128,28,28,100352,0,1,1,1,1,1,1,512,65664,1,65664,0.0,0.0,6.5664e-06,6.5664e-06,128,784,512,51380224,5.67424e-05,5.0176e-05,5.0176e-05,0.0,5.0176e-05
52,bn3b_branch2a,BatchNormalization,128,28,28,100352,0,1,128,28,28,100352,0,1,1,1,1,1,1,128,512,1,512,0.0,0.0,5.12e-08,5.12e-08,128,784,128,12845056,3.1872e-06,3.136e-06,0.0,3.136e-06,3.136e-06
53,activation_443,Activation,128,28,28,100352,0,1,128,28,28,100352,0,1,1,1,1,1,1,128,0,1,0,0.0,0.0,0.0,0.0,128,784,128,12845056,3.136e-06,3.136e-06,0.0,3.136e-06,3.136e-06
54,res3b_branch2b,Conv2D,128,28,28,100352,0,1,128,28,28,100352,0,1,3,3,1,1,1,128,147584,1,147584,0.0,0.0,1.47584e-05,1.47584e-05,128,784,1152,115605504,0.0001276544,0.000112896,0.000112896,0.0,0.000112896
55,bn3b_branch2b,BatchNormalization,128,28,28,100352,0,1,128,28,28,100352,0,1,1,1,1,1,1,128,512,1,512,0.0,0.0,5.12e-08,5.12e-08,128,784,128,12845056,3.1872e-06,3.136e-06,0.0,3.136e-06,3.136e-06
56,activation_444,Activation,128,28,28,100352,0,1,128,28,28,100352,0,1,1,1,1,1,1,128,0,1,0,0.0,0.0,0.0,0.0,128,784,128,12845056,3.136e-06,3.136e-06,0.0,3.136e-06,3.136e-06
57,res3b_branch2c,Conv2D,128,28,28,100352,0,1,512,28,28,401408,0,1,1,1,1,1,1,128,66048,1,66048,0.0,0.0,6.6048e-06,6.6048e-06,512,784,128,51380224,5.6780800000000004e-05,5.0176e-05,5.0176e-05,0.0,5.0176e-05
58,bn3b_branch2c,BatchNormalization,512,28,28,401408,0,1,512,28,28,401408,0,1,1,1,1,1,1,512,2048,1,2048,0.0,0.0,2.048e-07,2.048e-07,512,784,512,205520896,1.27488e-05,1.2544e-05,0.0,1.2544e-05,1.2544e-05
59,add_53,Add,512,28,28,401408,0,1,512,28,28,401408,0,1,1,1,1,1,1,512,0,1,0,0.0,0.0,0.0,0.0,512,784,512,205520896,0.0,0.0,0.0,0.0,0.0
60,activation_445,Activation,512,28,28,401408,0,1,512,28,28,401408,0,1,1,1,1,1,1,512,0,1,0,0.0,0.0,0.0,0.0,512,784,512,205520896,1.2544e-05,1.2544e-05,0.0,1.2544e-05,1.2544e-05
61,res3c_branch2a,Conv2D,512,28,28,401408,0,1,128,28,28,100352,0,1,1,1,1,1,1,512,65664,1,65664,0.0,0.0,6.5664e-06,6.5664e-06,128,784,512,51380224,5.67424e-05,5.0176e-05,5.0176e-05,0.0,5.0176e-05
62,bn3c_branch2a,BatchNormalization,128,28,28,100352,0,1,128,28,28,100352,0,1,1,1,1,1,1,128,512,1,512,0.0,0.0,5.12e-08,5.12e-08,128,784,128,12845056,3.1872e-06,3.136e-06,0.0,3.136e-06,3.136e-06
63,activation_446,Activation,128,28,28,100352,0,1,128,28,28,100352,0,1,1,1,1,1,1,128,0,1,0,0.0,0.0,0.0,0.0,128,784,128,12845056,3.136e-06,3.136e-06,0.0,3.136e-06,3.136e-06
64,res3c_branch2b,Conv2D,128,28,28,100352,0,1,128,28,28,100352,0,1,3,3,1,1,1,128,147584,1,147584,0.0,0.0,1.47584e-05,1.47584e-05,128,784,1152,115605504,0.0001276544,0.000112896,0.000112896,0.0,0.000112896
65,bn3c_branch2b,BatchNormalization,128,28,28,100352,0,1,128,28,28,100352,0,1,1,1,1,1,1,128,512,1,512,0.0,0.0,5.12e-08,5.12e-08,128,784,128,12845056,3.1872e-06,3.136e-06,0.0,3.136e-06,3.136e-06
66,activation_447,Activation,128,28,28,100352,0,1,128,28,28,100352,0,1,1,1,1,1,1,128,0,1,0,0.0,0.0,0.0,0.0,128,784,128,12845056,3.136e-06,3.136e-06,0.0,3.136e-06,3.136e-06
67,res3c_branch2c,Conv2D,128,28,28,100352,0,1,512,28,28,401408,0,1,1,1,1,1,1,128,66048,1,66048,0.0,0.0,6.6048e-06,6.6048e-06,512,784,128,51380224,5.6780800000000004e-05,5.0176e-05,5.0176e-05,0.0,5.0176e-05
68,bn3c_branch2c,BatchNormalization,512,28,28,401408,0,1,512,28,28,401408,0,1,1,1,1,1,1,512,2048,1,2048,0.0,0.0,2.048e-07,2.048e-07,512,784,512,205520896,1.27488e-05,1.2544e-05,0.0,1.2544e-05,1.2544e-05
69,add_54,Add,512,28,28,401408,0,1,512,28,28,401408,0,1,1,1,1,1,1,512,0,1,0,0.0,0.0,0.0,0.0,512,784,512,205520896,0.0,0.0,0.0,0.0,0.0
70,activation_448,Activation,512,28,28,401408,0,1,512,28,28,401408,0,1,1,1,1,1,1,512,0,1,0,0.0,0.0,0.0,0.0,512,784,512,205520896,1.2544e-05,1.2544e-05,0.0,1.2544e-05,1.2544e-05
71,res3d_branch2a,Conv2D,512,28,28,401408,0,1,128,28,28,100352,0,1,1,1,1,1,1,512,65664,1,65664,0.0,0.0,6.5664e-06,6.5664e-06,128,784,512,51380224,5.67424e-05,5.0176e-05,5.0176e-05,0.0,5.0176e-05
72,bn3d_branch2a,BatchNormalization,128,28,28,100352,0,1,128,28,28,100352,0,1,1,1,1,1,1,128,512,1,512,0.0,0.0,5.12e-08,5.12e-08,128,784,128,12845056,3.1872e-06,3.136e-06,0.0,3.136e-06,3.136e-06
73,activation_449,Activation,128,28,28,100352,0,1,128,28,28,100352,0,1,1,1,1,1,1,128,0,1,0,0.0,0.0,0.0,0.0,128,784,128,12845056,3.136e-06,3.136e-06,0.0,3.136e-06,3.136e-06
74,res3d_branch2b,Conv2D,128,28,28,100352,0,1,128,28,28,100352,0,1,3,3,1,1,1,128,147584,1,147584,0.0,0.0,1.47584e-05,1.47584e-05,128,784,1152,115605504,0.0001276544,0.000112896,0.000112896,0.0,0.000112896
75,bn3d_branch2b,BatchNormalization,128,28,28,100352,0,1,128,28,28,100352,0,1,1,1,1,1,1,128,512,1,512,0.0,0.0,5.12e-08,5.12e-08,128,784,128,12845056,3.1872e-06,3.136e-06,0.0,3.136e-06,3.136e-06
76,activation_450,Activation,128,28,28,100352,0,1,128,28,28,100352,0,1,1,1,1,1,1,128,0,1,0,0.0,0.0,0.0,0.0,128,784,128,12845056,3.136e-06,3.136e-06,0.0,3.136e-06,3.136e-06
77,res3d_branch2c,Conv2D,128,28,28,100352,0,1,512,28,28,401408,0,1,1,1,1,1,1,128,66048,1,66048,0.0,0.0,6.6048e-06,6.6048e-06,512,784,128,51380224,5.6780800000000004e-05,5.0176e-05,5.0176e-05,0.0,5.0176e-05
78,bn3d_branch2c,BatchNormalization,512,28,28,401408,0,1,512,28,28,401408,0,1,1,1,1,1,1,512,2048,1,2048,0.0,0.0,2.048e-07,2.048e-07,512,784,512,205520896,1.27488e-05,1.2544e-05,0.0,1.2544e-05,1.2544e-05
79,add_55,Add,512,28,28,401408,0,1,512,28,28,401408,0,1,1,1,1,1,1,512,0,1,0,0.0,0.0,0.0,0.0,512,784,512,205520896,0.0,0.0,0.0,0.0,0.0
80,activation_451,Activation,512,28,28,401408,0,1,512,28,28,401408,0,1,1,1,1,1,1,512,0,1,0,0.0,0.0,0.0,0.0,512,784,512,205520896,1.2544e-05,1.2544e-05,0.0,1.2544e-05,1.2544e-05
81,res4a_branch2a,Conv2D,512,28,28,401408,0,1,256,14,14,50176,0,2,1,1,2,2,1,512,131328,1,131328,0.0,0.0,1.31328e-05,1.31328e-05,256,784,512,102760448,0.0001134848,0.000100352,0.000100352,0.0,0.000100352
82,bn4a_branch2a,BatchNormalization,256,14,14,50176,0,1,256,14,14,50176,0,1,1,1,1,1,1,256,1024,1,1024,0.0,0.0,1.024e-07,1.024e-07,256,196,256,12845056,1.6704000000000001e-06,1.568e-06,0.0,1.568e-06,1.568e-06
83,activation_452,Activation,256,14,14,50176,0,1,256,14,14,50176,0,1,1,1,1,1,1,256,0,1,0,0.0,0.0,0.0,0.0,256,196,256,12845056,1.568e-06,1.568e-06,0.0,1.568e-06,1.568e-06
84,res4a_branch2b,Conv2D,256,14,14,50176,0,1,256,14,14,50176,0,1,3,3,1,1,1,256,590080,1,590080,0.0,0.0,5.9008e-05,5.9008e-05,256,196,2304,115605504,0.000171904,0.000112896,0.000112896,0.0,0.000112896
85,bn4a_branch2b,BatchNormalization,256,14,14,50176,0,1,256,14,14,50176,0,1,1,1,1,1,1,256,1024,1,1024,0.0,0.0,1.024e-07,1.024e-07,256,196,256,12845056,1.6704000000000001e-06,1.568e-06,0.0,1.568e-06,1.568e-06
